Country,State,Year,Gender,Type Of Disease,"Cases (UOM:Number), Scaling Factor:1","Deaths (UOM:Number), Scaling Factor:1"
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Rabies,3,3
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),894,5
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,91,2
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",,Chikungunya,0,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",,Dengue,344,2
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",,Influenza,335,41
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",,Kala-azar,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",,Malaria,109,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",,Chikungunya,0,
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",,Dengue,429.3976916,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",,Influenza,437.2227064,26.40942522
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",,Kala-azar,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",,Malaria,102.7033203,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,39339,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,160331,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,99,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Cholera,10,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,14,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,249,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),24157,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,341,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Measles,157,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,1,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),3588,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Rabies,0,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,36,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,361,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),83,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,11,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,697,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,45895,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,191241,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,102,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Cholera,12,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,41,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,285,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),26516,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,356,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Measles,255,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,1,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),6654,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Rabies,0,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,65,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,501,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),192,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,18,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,743,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,912,3
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",,Chikungunya,1691,
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",,Dengue,825,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",,Influenza,80,5
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,112,3
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",,Kala-azar,544,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",,Malaria,37133,2
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,501112,1
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,1209497,39
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,824,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Cholera,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,31,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,58,1
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),65894,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,2003,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Measles,122,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,22,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),11217,104
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Rabies,1,1
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,901,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,,
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,43,3
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),2189,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,1027,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,397,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,515219,1
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,1243529,65
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,865,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Cholera,1,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,38,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,79,1
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),72416,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,1186,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Measles,184,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,26,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),15243,203
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Rabies,16,16
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,797,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,,
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,48,8
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),2759,4
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,776,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,378,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,397,4
India,Karnataka,"Calendar Year (Jan - Dec), 2019",,Chikungunya,43698,
India,Karnataka,"Calendar Year (Jan - Dec), 2019",,Dengue,16986,13
India,Karnataka,"Calendar Year (Jan - Dec), 2019",,Influenza,2030,96
India,Karnataka,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,33,4
India,Karnataka,"Calendar Year (Jan - Dec), 2019",,Kala-azar,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",,Malaria,3499,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,302256,2
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,2876933,35
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,16110,3
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Cholera,2,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,64,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,16110,3
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),1931,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,235,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Measles,176,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,26,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),2391,30
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Rabies,1,1
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,20,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,,
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),3544,2
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,11,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,12,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,285045,5
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,2740367,33
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,17706,7
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Cholera,4,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,60,5
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,17706,7
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),2166,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,44,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Measles,257,1
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,23,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),2484,24
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Rabies,1,1
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,79,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,,
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,2,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),4939,3
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,20,1
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,16,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,66,7
India,Kerala,"Calendar Year (Jan - Dec), 2019",,Chikungunya,109,
India,Kerala,"Calendar Year (Jan - Dec), 2019",,Dengue,4652,16
India,Kerala,"Calendar Year (Jan - Dec), 2019",,Influenza,845,44
India,Kerala,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,11,2
India,Kerala,"Calendar Year (Jan - Dec), 2019",,Kala-azar,4,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",,Malaria,656,0
India,Ladakh,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2019",,Chikungunya,0,
India,Ladakh,"Calendar Year (Jan - Dec), 2019",,Dengue,9.602308438,0
India,Ladakh,"Calendar Year (Jan - Dec), 2019",,Influenza,9.777293558,0.590574779
India,Ladakh,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2019",,Kala-azar,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2019",,Malaria,2.296679695,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,2356,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,16693,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,185,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Cholera,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),47,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Measles,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),22,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Rabies,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,2927,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,18097,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,207,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Cholera,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),68,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Measles,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),51,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Rabies,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",,Chikungunya,0,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",,Dengue,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",,Influenza,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",,Kala-azar,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",,Malaria,11,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,164814,6
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,370547,25
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,296,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Cholera,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,3,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,296,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),20721,1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,1594,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Measles,498,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,42,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),13316,10
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Rabies,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,1171,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,154,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),2369,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,767,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,243,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,203521,4
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,396390,29
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,458,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Cholera,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,4,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,458,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),26953,3
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,829,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Measles,818,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,98,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),17508,18
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Rabies,1,1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,283,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,1,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,197,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),3391,1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,576,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,365,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",,Acute Encephalitis Syndrome,865,1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",,Chikungunya,2749,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",,Dengue,4189,2
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",,Influenza,720,165
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",,Japanese Encephalitis,42,1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",,Kala-azar,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",,Malaria,14147,3
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,12540,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,67110,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,28,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Cholera,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,28,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),3794,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,10,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Measles,5,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,1,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),1321,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Rabies,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,1,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,32,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),52,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,0,0
